"año","MUNICIPIO","CÓDIGO DANE","INSTITUCION","CÓDIGO DANE SEDE","SEDE","ZONA","SECTOR","Prescolar 1","Primero","Segundo","Tercero","Cuarto","Quinto","Sexto","Séptimo","Octavo","Noveno","Décimo","Once","intr","pfc 1","pfc 2","pfc 3","pfc 4","ciclo i","ciclo ii","ciclo iii","ciclo iv","ciclo v","ciclo vi","Total IE"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000162","ESC RURAL TARPEYA","RURAL","OFICIAL","7","7","8","4","2","5",,,,,,,,,,,,,,,,,,"33"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000049","ESC MORAY ALTO","RURAL","OFICIAL",,"3","3",,"7","2",,,,,,,,,,,,,,,,,,"15"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000146","COL BAS MEDIA LUNA","RURAL","OFICIAL","5","1","5",,"4","1",,,,,,,,,,,,,,,,,,"16"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000090","ESC CUCAITA","RURAL","OFICIAL","1","2","2","3",,"2",,,,,,,,,,,,,,,,,,"10"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000065","ESC TABOR","RURAL","OFICIAL","2",,"3",,"1","1",,,,,,,,,,,,,,,,,,"7"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000073","ESC RURAL VIJAGUAL","RURAL","OFICIAL","1","2","2","2","1","2",,,,,,,,,,,,,,,,,,"10"
"2.022","BRICEÑO","315106000124","I.E. TECNICA MANUEL BRICEÑO","215106000171","ESC MIGUEL ANTONIO LETRADO","RURAL","OFICIAL","1",,,"1",,,,,,,,,,,,,,,,,,,,"2"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","115109000363","I.E. JOSE MARIA SILVA SALAZAR - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"58","56","55","60","61","58",,,,,,,,,,,,"348"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","115109000011","CONC URB","URBANA","OFICIAL","14","13","20","16","14","16",,,,,,,,,,,,,,,,,,"93"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000228","ESC SAN PEDRO","RURAL","OFICIAL","3","4","1","2",,,,,,,,,,,,,,,,,,,,"10"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000236","ESC SANTA ELENA","RURAL","OFICIAL","1","1",,"1","3","3",,,,,,,,,,,,,,,,,,"9"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000147","ESC CONCEPCION","RURAL","OFICIAL","3","1","4","3","2","2",,,,,,,,,,,,,,,,,,"15"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000058","ESC SABANETA BAJO","RURAL","OFICIAL",,"2","1","1",,"1",,,,,,,,,,,,,,,,,,"5"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000031","ESC LA LAJA","RURAL","OFICIAL","2","3","3",,"3","1",,,,,,,,,,,,,,,,,,"12"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000023","ESC EL TORO","RURAL","OFICIAL","4","2","4","1","3",,,,,,,,,,,,,,,,,,,"14"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000317","ESC HONDA","RURAL","OFICIAL","1","1",,"3","6",,,,,,,,,,,,,,,,,,,"11"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000198","ESC SANTA ROSA","RURAL","OFICIAL","4","3","1","1",,"3",,,,,,,,,,,,,,,,,,"12"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000091","ESC DOMINGUITO","RURAL","OFICIAL","1","2",,"1","1","1",,,,,,,,,,,,,,,,,,"6"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000066","ESC PATIÑO","RURAL","OFICIAL","5","8","3","5","10","8",,,,,,,,,,,,,,,,,,"39"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000201","ESC CAMPOHERMOSO","RURAL","OFICIAL","1",,"2","2","3",,,,,,,,,,,,,,,,,,,"8"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000121","ESC CORRALES","RURAL","OFICIAL","2","2","3","1","1","1",,,,,,,,,,,,,,,,,,"10"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000341","ESC NARANJITOS","RURAL","OFICIAL","1","4","2","3","1","4",,,,,,,,,,,,,,,,,,"15"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000082","ESC PISMAL","RURAL","OFICIAL","1",,,"1",,,"1","1",,,,,,,,,,,,,,,,"4"
"2.022","BUENAVISTA","115109000363","I.E. JOSE MARIA SILVA SALAZAR","215109000333","ESC SAN MIGUEL","RURAL","OFICIAL","4","7","5","1","2","3",,,,,,,,,,,,,,,,,,"22"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000040","ESC RUR CASTAÑAL","RURAL","OFICIAL",,"2",,,"1","1",,,,,,,,,,,,,,,,,,"4"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA - SEDE PRINCIPAL","RURAL","OFICIAL","4","2","2","2","1","3","7","10","13","14","15","11",,,,,,,,,,,,"84"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000309","ESC CAÑAVERAL","RURAL","OFICIAL",,,"1","1",,"1",,,,,,,,,,,,,,,,,,"3"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000171","ESC LA HERRADURA","RURAL","OFICIAL",,"7","3","1",,"1",,,,,,,,,,,,,,,,,,"12"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000180","ESC SAN RAFAEL","RURAL","OFICIAL",,,"1","1","2",,,,,,,,,,,,,,,,,,,"4"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000350","ESC SANTO DOMINGO","RURAL","OFICIAL","2","2","1","3","1",,,,,,,,,,,,,,,,,,,"9"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000112","ESC SARVITH","RURAL","OFICIAL","1","5","4","2","3",,,,,,,,,,,,,,,,,,,"15"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000155","ESC FICAL","RURAL","OFICIAL","1",,,"1","1","1",,,,,,,,,,,,,,,,,,"4"
"2.022","BUENAVISTA","215109000163","I.E. TECNICA AGROPECUARIA LA GRANJA","215109000139","ESC MIRAFLORES","RURAL","OFICIAL","2","1","3",,"4","6",,,,,,,,,,,,,,,,,,"16"
"2.022","BUSBANZA","115114000011","I.E. ECOLOGICO DE BUSBANZA","115114000011","I.E. ECOLÓGICO DE BUSBANZA - SEDE PRINCIPAL","URBANA","OFICIAL","8","13","11","13","7","8","11","17","9","11","6","7",,,,,,,,,,,,"121"
"2.022","BUSBANZA","115114000011","I.E. ECOLOGICO DE BUSBANZA","215114000040","ESC CUSAGOTA","RURAL","OFICIAL",,,"1","1","2","2",,,,,,,,,,,,,,,,,,"6"
"2.022","CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"39","22","30","25","36","27",,,,,,,,,,,,"179"
"2.022","CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS","115131000024","CONC FRANCISCO JOSE DE CALDAS","URBANA","OFICIAL","7","11","1","7","13","15",,,,,,,,,,,,,,,,,,"54"
"2.022","CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS","215131000118","ESC EL CUBO","RURAL","OFICIAL",,,"5",,"4","1",,,,,,,,,,,,,,,,,,"10"
"2.022","CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS","215131000053","ESC CHINGAGUTA","RURAL","OFICIAL","1",,"1",,"2",,,,,,,,,,,,,,,,,,,"4"
"2.022","CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS","215131000070","ESC ESPALDA","RURAL","OFICIAL",,"2","2","1","3","2",,,,,,,,,,,,,,,,,,"10"
"2.022","CALDAS","115131000172","I.E. FRANCISCO JOSE DE CALDAS","215131000088","ESC TIERRA NEGRA","RURAL","OFICIAL","2","2","4","5","2","5",,,,,,,,,,,,,,,,,,"20"
"2.022","CALDAS","415131000141","I.E. TECNICA AGRICOLA ANTONIO NARIÑO","415131000141","I.E. TECNICA AGRICOLA ANTONIO NARIÑO - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"9","15","17","16","17","15",,,,,,,,,,,,"89"
"2.022","CALDAS","415131000141","I.E. TECNICA AGRICOLA ANTONIO NARIÑO","215131000037","ESC ANTONIO NARIÑO","RURAL","OFICIAL","2","4","6","8","8","14",,,,,,,,,,,,,,,,,,"42"
"2.022","CALDAS","415131000141","I.E. TECNICA AGRICOLA ANTONIO NARIÑO","215131000100","ESC EL PALMAR","RURAL","OFICIAL","1","3","1",,"3","2",,,,,,,,,,,,,,,,,,"10"
"2.022","CALDAS","415131000141","I.E. TECNICA AGRICOLA ANTONIO NARIÑO","215131000096","ESC QUIPE CERRO ALTO","RURAL","OFICIAL","2","5","3","5","2","4",,,,,,,,,,,,,,,,,,"21"
"2.022","CALDAS","415131000141","I.E. TECNICA AGRICOLA ANTONIO NARIÑO","215131000126","ESC LAS VUELTAS","RURAL","OFICIAL","2","4","3","2",,"1",,,,,,,,,,,,,,,,,,"12"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000236","I.E. TECNICA MARIA AUXILIADORA - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"21","15","18","18","11","14",,,,,,,,,,,,"97"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","415135000324","ESC CENTRO","RURAL","OFICIAL","3","1","3","7","5","6",,,,,,,,,,,,,,,,,,"25"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000198","ESC RURAL PALMICHAL","RURAL","OFICIAL","3","1","1","2","2",,,,,,,,,,,,,,,,,,,"9"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000252","ESC RUR CHOMA","RURAL","OFICIAL","1","1","1",,"1","1",,,,,,,,,,,,,,,,,,"5"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000155","ESC RUR CURAPO","RURAL","OFICIAL",,,,"2","1",,,,,,,,,,,,,,,,,,,"3"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000163","ESC RUR HOYA GRANDE ARRIBA","RURAL","OFICIAL","2",,"2",,"3",,,,,,,,,,,,,,,,,,,"7"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000317","ESC RUR HOYA GRANDE SAN JOSE","RURAL","OFICIAL",,"2",,"1","1",,,,,,,,,,,,,,,,,,,"4"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000210","ESC RUR TEGUAS","RURAL","OFICIAL","1","3","1","1","2","1",,,,,,,,,,,,,,,,,,"9"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000350","ESC RUR SABANETAS","RURAL","OFICIAL","1",,"1",,"1",,,,,,,,,,,,,,,,,,,"3"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000147","ESC RUR LIMON","RURAL","OFICIAL",,,"1","1","1","2",,,,,,,,,,,,,,,,,,"5"
"2.022","CAMPOHERMOSO","215135000236","I.E. TECNICA MARIA AUXILIADORA","215135000180","ESC GUAMAL","RURAL","OFICIAL","2","1",,"2","2","1",,,,,,,,,,,,,,,,,,"8"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"14","24","23","16","23","16",,,,,,,,,,,,"116"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","115135000011","CONC URB MIX","URBANA","OFICIAL","13","18","7","15","9","12",,,,,,,,,,,,,,,,,,"74"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000121","ESC RUR MACANALITO CENTRO","RURAL","OFICIAL","1",,"3",,"1","1",,,,,,,,,,,,,,,,,,"6"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000309","ESC RUR HUERTA VIEJA ABAJO","RURAL","OFICIAL",,,"3","1",,"1",,,,,,,,,,,,,,,,,,"5"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000091","ESC RUR HUERTA VIEJA ARRIBA","RURAL","OFICIAL","1",,,"2",,,,,,,,,,,,,,,,,,,,"3"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000074","ESC RUR YOTEGUENGUE","RURAL","OFICIAL","1","1","1","1","1","4","6",,"4",,,,,,,,,,,,,,,"19"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000244","ESC RUR COLOMBIA","RURAL","OFICIAL",,,"2",,"1",,,,,,,,,,,,,,,,,,,"3"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000376","ESC RUR AGUALARGA","RURAL","OFICIAL","1","2","1","1","2",,,,,,,,,,,,,,,,,,,"7"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000384","ESC RUR PUERTO TRIUNFO","RURAL","OFICIAL","2","1",,"2",,"1",,,,,,,,,,,,,,,,,,"6"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000066","ESC RUR ENCENILLO","RURAL","OFICIAL","4","4","1","4","2","2",,,,,,,,,,,,,,,,,,"17"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000023","ESC RUR EL RODEO","RURAL","OFICIAL","1",,"1",,,"1",,,,,,,,,,,,,,,,,,"3"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000112","ESC RUR TOLDO ARRIBA","RURAL","OFICIAL","4",,"4","1",,"1",,,,,,,,,,,,,,,,,,"10"
"2.022","CAMPOHERMOSO","315135000338","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","215135000082","ESC RUR TOLDO ABAJO","RURAL","OFICIAL","2",,,"2","2","1",,,,,,,,,,,,,,,,,,"7"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","115162000120","I.E. DE CERINZA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"60","43","52","43","68","39",,,,,,,,,,,,"336"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","115162000111","CONC JORGE BAEZ","URBANA","OFICIAL","24","15","21",,,,,,,,,,,,,,,,,,,,,"60"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","115162000014","CONC NO 1","URBANA","OFICIAL",,,,"19","19","35",,,,,,,,,,,,,,,,,,"73"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000035","ESC RUR COBAGOTE","RURAL","OFICIAL","2","1","7","1","5",,,,,,,,,,,,,,,,,,,"16"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000183","ESC RUR TOBA DOS","RURAL","OFICIAL","2","3","2","3",,"1",,,,,,,,,,,,,,,,,,"11"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000094","ESC RUR TOBA UNO","RURAL","OFICIAL","1",,,,"1","2",,,,,,,,,,,,,,,,,,"4"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000086","ESC RUR NOVARE","RURAL","OFICIAL","2","3","5","3","5","2",,,,,,,,,,,,,,,,,,"20"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000051","ESC RUR EL HATO","RURAL","OFICIAL",,,"1","2","2","1",,,,,,,,,,,,,,,,,,"6"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000167","ESC RUR SAN VICTORINO","RURAL","OFICIAL","2","1","5","3","1","2",,,,,,,,,,,,,,,,,,"14"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000191","ESC RUR MARTINEZ PEÑA","RURAL","OFICIAL","2","2","1","1",,"1",,,,,,,,,,,,,,,,,,"7"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000060","ESC RUR LA MESETA","RURAL","OFICIAL","3","4","2",,"1","2",,,,,,,,,,,,,,,,,,"12"
"2.022","CERINZA","115162000120","I.E. DE CERINZA","215162000043","ESC RUR EL CHITAL","RURAL","OFICIAL",,"3","1","1","1",,,,,,,,,,,,,,,,,,,"6"
"2.022","CHINAVITA","215172000050","I.E. JUAN DE JESUS ACEVEDO","215172000050","I.E. JUAN DE JESUS ACEVEDO - SEDE PRINCIPAL","RURAL","OFICIAL","1","3","2","2","7","1","4","8","5","6","5","3",,,,,,,,,,,,"47"
"2.022","CHINAVITA","215172000050","I.E. JUAN DE JESUS ACEVEDO","215172000157","ESC GUAYABAL","RURAL","OFICIAL","1",,"1","2",,"2",,,,,,,,,,,,,,,,,,"6"
"2.022","CHINAVITA","215172000050","I.E. JUAN DE JESUS ACEVEDO","215172000181","ESC USILLO","RURAL","OFICIAL",,"3","2",,,"1",,,,,,,,,,,,,,,,,,"6"
"2.022","CHINAVITA","215172000050","I.E. JUAN DE JESUS ACEVEDO","215172000114","ESC VALLE","RURAL","OFICIAL","2","3","2","2","2","4",,,,,,,,,,,,,,,,,,"15"
"2.022","CHINAVITA","215172000050","I.E. JUAN DE JESUS ACEVEDO","215172000131","NSTRA SRA DEL CARMEN","RURAL","OFICIAL","3",,"2",,"5","1",,,,,,,,,,,,,,,,,,"11"
"2.022","CHINAVITA","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"37","33","39","33","18","31",,,,,,,,,,,,"191"
"2.022","CHINAVITA","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH","115172000039","CONC URB MIXTA","URBANA","OFICIAL","22","22","11","16","19","23",,,,,,,,,,,,,,,,,,"113"
"2.022","CHINAVITA","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH","215172000084","ESC ZANJA ARRIBA","RURAL","OFICIAL","2","2","1","2","1","3",,,,,,,,,,,,,,,,,,"11"
"2.022","CHINAVITA","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH","215172000076","ESC ZANJA ABAJO","RURAL","OFICIAL","2","4","2","2","3","3",,,,,,,,,,,,,,,,,,"16"
"2.022","CHINAVITA","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH","215172000068","ESC FUSA","RURAL","OFICIAL","1",,"2",,"2","3",,,,,,,,,,,,,,,,,,"8"
"2.022","CHINAVITA","315172000020","I.E. TECNICA NUESTRA SEÑORA DE NAZARETH","215172000173","ESC CUPAVITA","RURAL","OFICIAL","2","1","3","2","2","1",,,,,,,,,,,,,,,,,,"11"
"2.022","CHIQUINQUIRA","115176000033","I.E. TECNICA PIO ALBERTO FERRO PEÑA","115176000033","I.E. TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL","URBANA","OFICIAL","42","55","49","56","63","58","95","83","84","89","86","61",,,,,,,,,,,,"821"
"2.022","CHIQUINQUIRA","115176000033","I.E. TECNICA PIO ALBERTO FERRO PEÑA","215176000364","ESC CASABLANCA","RURAL","OFICIAL","1","3","6","3","4","4",,,,,,,,,,,,,,,,,,"21"
"2.022","CHIQUINQUIRA","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"189","179","177","184","188","114",,,,,,,,,,,,"1,031"
"2.022","CHIQUINQUIRA","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS","115176000149","CONC GENERAL SANTANDER","URBANA","OFICIAL",,,,"136","141","139",,,,,,,,,,,,,,,,,,"416"
"2.022","CHIQUINQUIRA","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS","115176000165","COL BAS MAYOR","URBANA","OFICIAL","140","117","113",,,,,,,,,,,,,,,,,,,,,"370"
"2.022","CHIQUINQUIRA","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS","115176000181","CONC ROMULO ROZO","URBANA","OFICIAL","22","33","27","26","23","32",,,,,,,,,,,,,,,,,,"163"
"2.022","CHIQUINQUIRA","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS","115176000823","CONC VILLA DEL ROSARIO","URBANA","OFICIAL","28","27","24","27","26","21",,,,,,,,,,,,,,,,,,"153"
"2.022","CHIQUINQUIRA","115176000041","I.E. LICEO NACIONAL JOSE JOAQUIN CASAS","115176000921","BOYACA ALTO","URBANA","OFICIAL","24","27","23","12","18","13",,,,,,,,,,,,,,,,,,"117"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"137","131","153","151","153","112",,,,,,,,,,,,"837"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","115176000114","COL BAS SANTA CECILIA","URBANA","OFICIAL","22","29","27","31","17","37","35","31","28","22","19","25",,,,,,,,,,,,"323"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","115176000131","CONC ALIANZA PARA EL PROGRESO","URBANA","OFICIAL","55","66","69","57","68","69",,,,,,,,,,,,,,,,,,"384"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","115176000157","CONC MARISCAL SUCRE","URBANA","OFICIAL","23","24","15","13","16","20",,,,,,,,,,,,,,,,,,"111"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","215176000313","CENT EDUC. CORDOBA ALTO","RURAL","OFICIAL","3","1","3","2","3","2",,,,,,,,,,,,,,,,,,"14"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","215176000330","CENT EDUC. CORDOBA BAJO","RURAL","OFICIAL","1","2","6",,"2","2",,,,,,,,,,,,,,,,,,"13"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","215176000658","CENT EDUC. SAN PEDRO","RURAL","OFICIAL","1","5","4","3","4","2",,,,,,,,,,,,,,,,,,"19"
"2.022","CHIQUINQUIRA","115176000084","I.E. TECNICO INDUSTRIAL JULIO FLOREZ","215176000291","CENT EDUC. HATO DE SUSA ALTO","RURAL","OFICIAL","1","2","2",,"1","1",,,,,,,,,,,,,,,,,,"7"
"2.022","CHIQUINQUIRA","215176000101","I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA","215176000101","I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA - SEDE PRINCIPAL","URBANA","OFICIAL","123","120","141","123","145","193","242","226","244","209","203","149",,,,,,,,,,,,"2,19"
"2.022","CHIQUINQUIRA","215176000101","I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA","215176000224","COLEGIO DE EDUCACION BASICA VARELA DE CHIQUINQUIRA","RURAL","OFICIAL","3","6","2","1","3","2","4","3","4","1",,,,,,,,,,,,,,"29"
"2.022","CHIQUINQUIRA","215176000101","I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA","215176000275","COL.DE ED. BAS. S. FCO DE ASIS","RURAL","OFICIAL","4",,"3","5","5","3",,,,,,,,,,,,,,,,,,"20"
"2.022","CHIQUINQUIRA","215176000101","I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA","215176000411","CENT EDUC. SUCRE OCCIDENTAL","RURAL","OFICIAL","2","2","1","3","4","3",,,,,,,,,,,,,,,,,,"15"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176001131","I.E. TECNICA LOS COMUNEROS - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"31","31","41","20","28","13",,,,,,,,,,,,"280"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000216","SEDE SASA","RURAL","OFICIAL","3","3","1","5","3","4",,,,,,,,,,,,,,,,,,"19"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000941","SEDE SASA ALTO","RURAL","OFICIAL",,"6","3","5","2","2",,,,,,,,,,,,,,,,,,"18"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000305","SEDE SANTA TERESA","RURAL","OFICIAL","2","1","2","2","1","2",,,,,,,,,,,,,,,,,,"10"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000267","SEDE MOYAVITA LA CAPILLA","RURAL","OFICIAL","3","4","3","3","8","6",,,,,,,,,,,,,,,,,,"27"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000402","SEDE BALSA ARRIBA","RURAL","OFICIAL","4","3","4","1","3","1",,,,,,,,,,,,,,,,,,"16"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000437","SEDE CARAPACHO ALTO","RURAL","OFICIAL","1","3",,,"2","2",,,,,,,,,,,,,,,,,,"8"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000381","SEDE CARAPACHO BAJO","RURAL","OFICIAL","4","3",,"4","2","3",,,,,,,,,,,,,,,,,,"16"
"2.022","CHIQUINQUIRA","215176001131","I.E. TECNICA LOS COMUNEROS","215176000348","SEDE ARBOLEDAS BAJO","RURAL","OFICIAL","1","1",,"2","1","3",,,,,,,,,,,,,,,,,,"8"
"2.022","CHISCAS","215180000051","I.E. LAS CAÑAS","215180000433","ESC CARDONAL","RURAL","OFICIAL",,"1",,,"2","1",,,,,,,,,,,,,,,,,,"4"
